track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Cho Ngày Không Còn Nhau	Cho Ngày Không Còn Nhau	T.R.I	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']	2021-10-05	237335.0	20.0	False	True	1	0	174	54528	54528
Life's Too Short (English Version)	Life's Too Short	aespa	['k-pop']	2022-06-24	178133.0	51.0	False	True	1	0	119	54410	54410
San Francisco	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	227242.0	19.0	False	True	4	0	13	22957	54407
HOLO	HOLO	LeeHi	['k-ballad', 'k-pop']	2020-07-23	178520.0	51.0	False	True	2	0	122	30784	54354
Look Back at It	Hoodie SZN	A Boogie Wit da Hoodie	['melodic rap']	2018-12-21	179449.0	70.0	True	True	6	0	81	10036	54250
Chưa Từng Vì Nhau	Thương	Karik	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2022-07-04	247058.0	33.0	False	True	2	0	169	27171	54191
MILLIONS	WE	WINNER	['k-pop']	2019-07-31	210133.0	36.0	False	True	6	0	28	16183	54143
Feliz Navidad	The Definite Best	José Feliciano	['christmas', 'bolero']	2001-09-03	182360.0	65.0	False	True	2	0	151	35398	54092
Ridin'	Reload	NCT DREAM	['k-pop']	2020-04-29	201773.0	48.0	False	True	2	0	69	34842	54001
CHUÔNG BÁO THỨC (sáng rồi)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	247873.0	32.0	False	True	2	0	59	32631	53920
How can I love the heartbreak, you're the one I love	SAILING	AKMU	['k-pop', 'k-ballad']	2019-09-25	290095.0	58.0	False	True	3	0	84	22480	53791
Bohemian Rhapsody - Remastered 2011	A Night At The Opera (2011 Remaster)	Queen	['classic rock', 'rock', 'glam rock']	1975-11-21	354320.0	76.0	False	True	7	0	54	9953	53679
Dreamer	More Than You Know	Axwell /\ Ingrosso	[]	2017-07-28	251147.0	59.0	False	True	8	0	120	11795	53599
All Night Parking (with Erroll Garner) Interlude	30	Adele	['soft pop']	2021-11-19	161829.0	58.0	False	True	1	0	99	53540	53540
Dance To This (feat. Ariana Grande)	Bloom	Troye Sivan	[]	2018-08-31	231846.0	62.0	False	True	8	0	45	11936	53476
Anti-Romantic	The Chaos Chapter: FREEZE	TOMORROW X TOGETHER	['k-pop']	2021-05-31	215188.0	58.0	False	True	2	0	174	26911	53474
Ngổn Ngang	LOV6	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2022-09-15	194600.0	34.0	False	True	1	0	178	53131	53131
Tôi Là Ai Trong Em (Đồi Thông) (Taxi! Em Tên Gì Ost)		ERIK							6	0	66	12490	53089
Dicki Track Anedr		William Laura IiO							1	0	49	53003	53003
Fuck it I love you	Norman Fucking Rockwell!	Lana Del Rey	[]	2019-08-30	218287.0	63.0	True	True	3	0	96	22007	52985
TIKI TAKA	Re:T-ARA	T-ARA	['k-pop']	2021-11-15	196866.0	28.0	False	True	1	0	92	52954	52954
Sau Chia Tay Ta Còn Gì?	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	281700.0	34.0	False	True	1	0	152	52845	52845
My Oasis (feat. Burna Boy)	Love Goes	Sam Smith	['soft pop']	2020-10-30	179916.0	57.0	False	True	2	0	110	30218	52843
Where's My Love - Piano Solo	Where's My Love	SYML	[]	2017-07-07	274493.0	50.0	False	True	7	0	115	12661	52803
Dối Lừa (Qinn Remix)	Dối Lừa (Qinn Remix)	Qinn Media	['vinahouse', 'vietnamese lo-fi', 'v-pop']	2023-03-13	300011.0	38.0	False	True	6	0	72	13550	52765
Close Your Eyes	Close Your Eyes	Felix Jaehn	['tropical house']	2019-11-22	160794.0	53.0	False	True	3	0	160	18100	52678
cô đơn sớm tối	yesteryear (deluxe)	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2021-09-02	261573.0	12.0	False	True	2	0	176	27148	52654
Starving	Starving	Hailee Steinfeld	[]	2016-07-22	181880.0	69.0	False	True	5	0	153	13030	52624
Anh Vẫn OK (feat. RPT MCK)	Rap Việt, Vòng 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	1900-01-01	195789.0	37.0	False	True	2	0	183	26640	52567
Lacey Trail Ingv		William Laura IiO							1	0	50	52447	52447
Cuộc Đối Thoại Không Hồi Kết (feat. Mạc Mai Sương)	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	275300.0	32.0	False	True	1	0	154	52384	52384
Only You (with Little Mix)	Only You (with Little Mix)	Cheat Codes	[]	2018-06-22	189401.0	50.0	False	True	8	0	83	7709	52359
(sau đây là) DỰ BÁO THỜI TIẾT (cho các vùng vào ngày mai)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	198753.0	28.0	False	True	2	0	60	31900	52324
First Love	Wings	BTS	['k-pop']	2016-10-10	189795.0	50.0	False	True	1	0	118	52228	52228
Eleven (feat. Summer Walker)	Eleven (feat. Summer Walker)	Khalid	[]	2020-05-01	206080.0	58.0	False	True	3	0	157	19792	52185
Glitch	Midnights (3am Edition)	Taylor Swift	[]	2022-10-22	148781.0	57.0	False	True	1	0	198	52155	52155
Wake Up in the Sky	Wake Up in the Sky	Gucci Mane	['southern hip hop', 'rap', 'trap']	2018-09-14	204664.0	68.0	True	True	8	0	65	9055	52065
Howell Station Ssgar		William Laura IiO							1	0	51	51855	51855
forever rain	mono.	RM	['k-pop', 'k-rap']	2018-10-23	271805.0	53.0	False	True	5	0	25	16812	51853
Alyce Branch Ema		William Laura IiO							1	0	52	51780	51780
Người Khác (pianoRnB)		Unknown Artist							9	0	114	6768	51752
g9 (Outro)	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	88767.0	21.0	False	True	2	0	116	26989	51701
It’s Nice To Have A Friend	Lover	Taylor Swift	[]	2019-08-23	150440.0	60.0	False	True	2	0	54	35561	51661
Em Ve Tinh Khoi	Da khuc duong cam - Le Hieu acoustic	Lê Hiếu	['v-pop', 'vietnam indie', 'vietnamese bolero', 'vietnamese hip hop', 'vinahouse']	2010-05-17	318093.0	24.0	False	True	8	0	86	8140	51626
Đoản Xuân Ca	Bao Giờ Lấy Chồng	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2017-01-16	205505.0	41.0	False	True	2	0	117	45023	51344
Set Fire to the Rain	21	Adele	['soft pop']	2011-01-24	242973.0	78.0	False	True	5	0	173	32890	51322
Hold On	30	Adele	['soft pop']	2021-11-19	366004.0	58.0	False	True	1	0	106	51267	51267
Nobody	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	325979.0	17.0	False	True	4	0	14	21886	51265
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	240226.0	59.0	False	True	1	0	97	51250	51250
Back to You (feat. Bebe Rexha & Digital Farm Animals)	Back to You (feat. Bebe Rexha & Digital Farm Animals)	Louis Tomlinson	[]	2017-07-21	190427.0	60.0	True	True	11	0	173	4929	50916
Cơn Mưa Ngang Qua - Remix 2022	Cơn Mưa Ngang Qua (Remix 2022)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2022-07-06	233365.0	32.0	False	True	1	0	152	50905	50905
Gimme Love	Nectar	Joji	[]	2020-09-24	214557.0	65.0	False	True	2	0	115	26989	50818
Con La Brisa	Black Panther: Wakanda Forever - Music From and Inspired By	Foudeqush	[]	2022-11-11	167386.0	58.0	False	True	1	0	193	50771	50771
Vung la Me Bay		Vo Vinh Du							10	0	119	6305	50745
Sự Im Lặng Dễ Chịu (New Version)	Hết Yêu...Từ Bao Giờ	Lê Hiếu	['v-pop', 'vietnam indie', 'vietnamese bolero', 'vietnamese hip hop', 'vinahouse']	2024-11-27	227882.0	15.0	False	True	6	0	64	10473	50731
Sticker	Sticker - The 3rd Album	NCT 127	['k-pop']	2021-09-17	227773.0	49.0	False	True	1	0	81	50585	50585
Girls (feat. Charli XCX, Cardi B & Bebe Rexha)	Phoenix (Deluxe)	Rita Ora	[]	2018-11-23	221153.0	31.0	True	True	7	0	48	11542	50412
Không Còn Mùa Thu	Tình Ca Mùa Thu	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2018-09-21	237355.0	19.0	False	True	6	0	58	9531	50284
Me & You	WE	EXID	['k-pop']	2019-05-15	203506.0	40.0	False	True	3	0	41	25400	50265
‘tis the damn season	evermore (deluxe version)	Taylor Swift	[]	2021-01-07	229840.0	59.0	False	True	1	0	87	50256	50256
Chắc Ai Đó Sẽ Về	m-tp M-TP	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2017-04-01	262164.0	50.0	False	True	2	0	174	31150	50101
Hardest To Love	After Hours	The Weeknd	[]	2020-03-20	211400.0	61.0	True	True	2	0	106	28548	49878
Hạ Còn Vương Nắng - Lofi Chill		Vu Trung Quan							2	0	194	25063	49782
Sanctuary	Nectar	Joji	[]	2020-09-24	180018.0	71.0	False	True	3	0	72	20417	49753
Better	Nobody Is Listening	ZAYN	[]	2021-01-15	174520.0	51.0	False	True	2	0	150	24883	49716
Whenever (feat. Conor Maynard)	Whenever (feat. Conor Maynard)	Kris Kross Amsterdam	[]	2018-06-22	163636.0	52.0	True	True	7	0	67	9478	49684
Lúc Em Cần Anh Đang Ở Đâu	Lúc Em Cần Anh Đang Ở Đâu	Bảo Uyên	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2022-10-06	318545.0	33.0	False	True	1	0	185	49607	49607
Punch	NCT #127 Neo Zone: The Final Round – The 2nd Album Repackage	NCT 127	['k-pop']	2020-05-19	204000.0	38.0	False	True	2	0	103	27903	49469
Rock with you	SEVENTEEN 9th Mini Album 'Attacca'	SEVENTEEN	['k-pop']	2021-10-22	180360.0	64.0	False	True	1	0	101	49395	49395
LA DI DA	-77.82x-78.29	EVERGLOW	['k-pop']	2020-09-21	210893.0	57.0	False	True	2	0	132	27315	49384
Trong Tri Nho Cua Anh Cover - Original	Trong Tri Nho Cua Anh Cover (Original)	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-05-25	251448.0	38.0	False	True	3	0	185	17731	49340
_WORLD	SEVENTEEN 4th Album Repackage 'SECTOR 17'	SEVENTEEN	['k-pop']	2022-07-18	178453.0	61.0	False	True	1	0	153	49255	49255
Jocelyn Flores	17	XXXTENTACION	['emo rap']	2017-08-25	119133.0	76.0	True	True	7	0	46	11447	49244
Chasing Fire	I met you when I was 18. (the playlist)	Lauv	[]	2018-05-31	205267.0	57.0	False	True	7	0	81	10177	49149
Obsession	OBSESSION – The 6th Album	EXO	['k-pop']	2019-11-27	203520.0	55.0	False	True	2	0	55	31110	49125
BELIEVE IT	PARTYMOBILE	PARTYNEXTDOOR	['r&b']	2020-03-27	183219.0	59.0	True	True	2	0	111	28354	49023
Keira Springs Bsonc		David Sarah UuI							1	0	60	49007	49007
Woman Like Me	30	Adele	['soft pop']	2021-11-19	300247.0	55.0	False	True	1	0	110	48904	48904
Gửi Anh Xa Nhớ (Beat)		Bích Phương							7	0	67	8644	48822
Cool	Happiness Begins	Jonas Brothers	[]	2019-06-07	167106.0	54.0	False	True	4	0	75	16096	48799
Carolina - From The Motion Picture “Where The Crawdads Sing”	Carolina (From The Motion Picture “Where The Crawdads Sing”)	Taylor Swift	[]	2022-06-24	264438.0	59.0	False	True	1	0	140	48695	48695
Đường Về Quê	Gala Nhạc Việt 9: Chúc Tết Mọi Nhà	Bùi Anh Tuấn	['v-pop', 'vietnamese lo-fi']	2017-01-04	241673.0	42.0	False	True	1	0	198	48675	48675
Klein Lodge Sthe		David Sarah UuI							1	0	61	48675	48675
(tôi) ĐI TRÚ ĐÔNG	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	245819.0	32.0	False	True	2	0	72	28431	48494
I Knew You Were Trouble (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	219760.0	68.0	False	True	1	0	101	48450	48450
Violeta	HEART*IZ	IZ*ONE	['k-pop']	2019-04-01	200912.0	53.0	False	True	3	0	53	19247	48447
One Second - Unplugged	Trạm Không Gian Số 0 (Unplugged)	Vũ Cát Tường	['v-pop', 'vietnam indie']	2021	241734.0	19.0	False	True	4	0	18	20445	48426
HELLO	THE SECOND STEP : CHAPTER TWO	TREASURE	['k-pop']	2022-10-04	181432.0	55.0	False	True	1	0	196	48416	48416
Jewel Ford Ivi		David Sarah UuI							1	0	62	48358	48358
Understand	MELOH	MELOH	['k-rap']	2021-01-02	160104.0	47.0	False	True	1	0	153	48351	48351
Buồn Của Anh	Buồn Của Anh	K-ICM	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-02-26	288008.0	39.0	False	True	8	0	104	7315	48331
Phiêu Lưu Ký (feat. Dế Choắt)	Rap Việt Tập 11	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-16	204800.0	15.0	False	True	2	0	166	25823	48303
Deanna Junctions Ninl		David Sarah UuI							1	0	63	48292	48292
Xui Hay Vui	Xui Hay Vui	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2023-01-03	162947.0	33.0	False	True	1	0	200	48267	48267
Mùa Mưa Ngâu Nằm Cạnh	Mùa Mưa Ngâu Nằm Cạnh	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2018-03-28	271856.0	37.0	False	True	2	0	190	34668	48266
Garrick Crest Proh		David Sarah UuI							1	0	64	48252	48252
Thơ	Thơ	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2022-09-28	154286.0	29.0	False	True	1	0	199	48157	48157
Krazy (feat. EVY)	Krazy (feat. EVY)	Touliver	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']	2018-01-31	228750.0	41.0	True	True	5	0	179	20285	48048
Gucci in Town	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	257109.0	16.0	False	True	4	0	16	20519	47994
I Knew You Were Trouble.	Red (Big Machine Radio Release Special)	Taylor Swift	[]	2012-10-22	219720.0	72.0	False	True	4	0	145	14370	47924
Nhớ người yêu	Nhớ Người Yêu (Valentine Tình Yêu)	Dan Nguyen	['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']	2014-02-14	254563.0	22.0	False	True	6	0	68	11414	47897
Diễm Xưa	Diễm Xưa	Kiên Trịnh	['vietnam indie', 'v-pop']	2022-06-11	191492.0	35.0	False	True	1	0	150	47826	47826
Chắc Anh Đang (Remix)	Chắc Anh Đang (Remix)	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2018-02-15	211696.0	13.0	False	True	9	0	127	6149	47799
When We Were Young	25	Adele	['soft pop']	2015-11-20	290900.0	74.0	False	True	2	0	110	43119	47744
Cùng Anh	Cùng Anh	Ngọc Dolil	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']	2023-03-22	197513.0	33.0	False	True	2	0	16	24627	47623
Like It Is	Like It Is	Kygo	['tropical house']	2020-03-27	183067.0	50.0	False	True	2	0	144	24347	47435
Love Is A Game	30	Adele	['soft pop']	2021-11-19	403044.0	58.0	False	True	1	0	115	47382	47382
Hold Me Closer	Hold Me Closer	Elton John	[]	2022-08-26	202245.0	68.0	False	True	1	0	184	47346	47346
give it to me	Agust D	Agust D	['k-pop', 'k-rap']	2016-08-16	149524.0	59.0	True	True	1	0	137	47209	47209
I'll Be There	Always in Between (Deluxe)	Jess Glynne	[]	2018-10-12	194386.0	63.0	False	True	8	0	92	7748	47135
Queen of Hearts	BETWEEN 1&2	TWICE	['k-pop']	2022-08-26	186946.0	49.0	False	True	1	0	185	47108	47108
Burn It (feat. MAX)	D-2	Agust D	['k-pop', 'k-rap']	2020-05-22	192106.0	61.0	False	True	1	0	51	47075	47075
Người Đáng Thương Là Anh	Người Đáng Thương Là Anh	Only C	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2022-08-03	291995.0	49.0	False	True	1	0	165	47044	47044
Em Không Quay Về	Hoàng Tôn: The Hits Collection	Hoàng Tôn	['v-pop', 'vietnamese hip hop', 'vinahouse']	2015-01-01	266933.0	45.0	False	True	6	0	90	14418	46999
Dẫu Nhớ Gấp Trăm Lần	Hôm Qua Hôm Nay Và Sau Này	Nguyên Hà	['v-pop', 'vietnam indie']	2020-10-06	214000.0	20.0	False	True	2	0	141	25081	46993
Christmas Tree - Inst.	Our Beloved Summer (Original Television Soundtrack), Pt. 5	V	['k-pop']	2021-12-24	209946.0	47.0	False	True	1	0	122	46961	46961
chiếc hộp	chiếc hộp	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-11-11	216062.0	10.0	False	True	1	0	104	46909	46909
Celina	Celina	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	205860.0	29.0	False	True	1	0	184	46873	46873
Goodbye (feat. Nicki Minaj & Willy William)	Goodbye (feat. Nicki Minaj & Willy William)	Jason Derulo	[]	2018-08-24	195419.0	52.0	False	True	8	0	104	7088	46868
Anh Đang Nơi Đâu	Anh Đang Nơi Đâu	Miu Lê	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2020-01-01	200936.0	35.0	False	True	8	0	142	7645	46867
NGÀY MAI LÀ TƯƠNG LAI (feat. Obito)	Rap Việt Season 2 - Tập 6	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-11-22	170571.0	31.0	False	True	1	0	107	46708	46708
my strange addiction	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	179889.0	71.0	False	True	4	0	85	14190	46465
REMEDY	REMEDY	Alesso	['edm']	2018-08-31	190295.0	58.0	False	True	7	0	93	7676	46380
vâng anh đi đi (liu riu version)	vâng anh đi đi (liu riu version)	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-10-07	219000.0	10.0	False	True	1	0	98	46352	46352
Bet On Me	No Nê	Suboi	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-07-15	224894.0	16.0	True	True	2	0	119	23311	46332
Want To	Want To	Dua Lipa	['pop']	2018-09-06	211817.0	48.0	False	True	6	0	56	10392	46303
Blue Eyes	Letter To Myself - The 6th Mini Album	TAEYEON	['k-pop', 'k-ballad']	2024-11-18	181822.0	47.0	False	True	3	0	35	22461	46213
FEFE (feat. Nicki Minaj & Murda Beatz)	DUMMY BOY (Revised)	6ix9ine	[]	2018	179404.0	64.0	True	True	7	0	75	8073	46178
tolerate it	evermore	Taylor Swift	[]	2020-12-11	245440.0	67.0	True	True	1	0	99	46090	46090
Rằm Tháng 7 (feat. R.Tee)	Rap Việt, Vòng 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	1900-01-01	204521.0	15.0	False	True	2	0	194	23327	46062
Real Friends	Camila	Camila Cabello	['pop']	2018-01-12	214386.0	49.0	False	True	8	0	168	9350	45904
ZEZE (feat. Travis Scott & Offset)	Dying to Live	Kodak Black	[]	2018-12-14	228759.0	72.0	True	True	8	0	132	6745	45755
NVMD	NVMD	Denise Julia	['pinoy r&b']	2022-02-04	181224.0	68.0	True	True	1	0	149	45736	45736
Higher Power	Higher Power	Coldplay	[]	2021-05-07	211294.0	65.0	False	True	1	0	101	45724	45724
Is There Someone Else?	Dawn FM	The Weeknd	[]	2022-01-06	199111.0	77.0	False	True	1	0	136	45489	45489
LOVE COUNTDOWN (Feat. Wonstein)	IM NAYEON	NAYEON	['k-pop']	2022-06-24	197613.0	58.0	False	True	1	0	151	45424	45424
See U Later	SQUARE UP	BLACKPINK	['k-pop']	2018-06-15	198866.0	51.0	False	True	2	1	9	32823	45365
BỎ TÚI (feat. B-Wine & VSOUL)	Rap Việt Season 2 - Tập 8	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-12-06	238139.0	28.0	False	True	1	0	130	45342	45342
If We Have Each Other	Narrated For You	Alec Benjamin	[]	2018-11-16	181522.0	72.0	False	True	6	0	150	9153	45318
RAVE	RAVE	Dxrk ダーク	['phonk', 'drift phonk']	2022-03-18	169245.0	69.0	False	True	1	0	156	45297	45297
Youth (feat. Khalid)	Shawn Mendes	Shawn Mendes	['pop']	2018-05-25	190866.0	57.0	False	True	3	0	12	18410	45286
22 (Taylor's Version)	Red (Taylor's Version)	Taylor Swift	[]	2021-11-12	230960.0	68.0	False	True	1	0	117	45247	45247
Cry for Me	Romance	Camila Cabello	['pop']	2019-12-06	189133.0	46.0	False	True	2	0	80	23923	45178
RISE	RISE	League of Legends	[]	2018-09-28	192881.0	65.0	False	True	7	0	60	8823	45154
Falling Down - Bonus Track	Come Over When You're Sober, Pt. 2	Lil Peep	['emo rap', 'cloud rap']	2018-11-09	196400.0	80.0	False	True	5	0	33	12859	44925
Chẳng Biết Điều Gì	Chẳng Biết Điều Gì	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2020-12-08	230398.0	26.0	False	True	2	0	162	23868	44886
달라달라 DALLA DALLA		ITZY							2	0	11	34491	44866
Nocturnal	Take	SHAUN	['k-pop']	2018-06-27	264015.0	34.0	False	True	6	0	47	10628	44797
Universe (Let's Play Ball)	Universe (Let's Play Ball)	NCT U	['k-pop']	2021-12-10	231466.0	47.0	False	True	1	0	133	44759	44759
Vì Sao	Vì Sao	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-07-08	274951.0	28.0	False	True	1	0	150	44717	44717
DUMDi DUMDi	DUMDi DUMDi	(G)I-DLE	['k-pop']	2020-08-03	210640.0	50.0	False	True	2	0	149	24571	44655
The Other Side (from Trolls World Tour)	The Other Side (from Trolls World Tour)	SZA	['r&b']	2020-02-26	188186.0	57.0	False	True	2	0	151	23417	44616
LẦN CUỐI (đi bên em xót xa người ơi)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	222846.0	52.0	False	True	2	0	83	26435	44546
Give You My Heart	Crash Landing on You OST Part 11	IU	['k-pop', 'k-ballad']	2020-02-15	280360.0	50.0	False	True	2	0	144	24067	44497
Apologize	Shock Value	Timbaland	[]	2007-04-02	184400.0	72.0	False	True	9	0	141	6160	44451
Gasoline	Dawn FM	The Weeknd	[]	2022-01-06	212165.0	64.0	False	True	1	0	139	44445	44445
dreAMEE (intro)	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	39931.0	21.0	False	True	2	0	147	24209	44361
Hạnh Phúc Xuân Ngời	Hạnh Phúc Xuân Ngời	Noo Phước Thịnh	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2017-01-19	234540.0	37.0	False	True	1	0	119	44336	44336
Đã Đến Lúc	Đã Đến Lúc	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2019-04-13	268480.0	26.0	False	True	4	0	145	11518	44296
Là Mây Trên Bầu Trời Ai Đó	Là Mây Trên Bầu Trời Ai Đó	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2022-07-10	277241.0	11.0	False	True	1	0	175	43944	43944
All Is Found	Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)	Evan Rachel Wood	[]	2019-11-15	125439.0	63.0	False	True	2	0	111	22520	43921
Lose Control	Lose Control	MEDUZA	[]	2019-10-11	168387.0	66.0	False	True	2	0	163	21979	43783
happiness	evermore	Taylor Swift	[]	2020-12-11	315146.0	60.0	True	True	1	0	113	43693	43693
Young & Alive	Infinite Dream	Bazzi	[]	2022-09-16	160465.0	52.0	True	True	2	0	171	21909	43677
This Love	Stardom	Vũ Cát Tường	['v-pop', 'vietnam indie']	2018-10-18	203434.0	12.0	False	True	4	0	23	18239	43648
Đếm Ngày Xa Em	Đếm Ngày Xa Em	Only C	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2016-06-22	256691.0	49.0	False	True	1	0	167	43644	43644
Tuổi Đá Buồn	Tuổi Đá Buồn	Juky San	['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']	2022-06-07	247804.0	28.0	False	True	1	0	170	43155	43155
Mảnh Ghép	Mảnh Ghép	Andiez	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2018-08-30	230687.0	17.0	False	True	5	0	50	10125	43070
Child	Child - SM STATION : NCT LAB	MARK	['k-pop']	2022-02-04	211069.0	51.0	False	True	1	0	133	42960	42960
Follow God	JESUS IS KING	Kanye West	['rap']	2019-10-25	104591.0	70.0	False	True	2	0	102	23436	42942
Moral of the Story	Ashlyn	Ashe	[]	2021-05-07	201016.0	72.0	True	True	2	0	174	22536	42909
coney island (feat. The National)	evermore (deluxe version)	Taylor Swift	[]	2021-01-07	275320.0	58.0	False	True	1	0	118	42882	42882
