track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Kick It	Kill This Love	BLACKPINK	['k-pop']	2019-04-05	191225.0	53.0	False	True	12	1	3	66013	266572
若月亮没来（若是月亮还没来）	若月亮没来（若是月亮还没来）	王宇宙Leto	['mandopop', 'c-pop']	2024-01-22	173822.0	58.0	False	True	2	0	159	139843	266197
Good Boy Gone Bad	minisode 2: Thursday's Child	TOMORROW X TOGETHER	['k-pop']	2022-05-09	191038.0	62.0	False	True	4	0	51	95863	266009
Is It Over Now? (Taylor's Version) (From The Vault)	1989 (Taylor's Version)	Taylor Swift	[]	2023-10-26	229477.0	71.0	False	True	2	0	125	139919	265616
Dạ Vũ	Dạ Vũ	Tăng Duy Tân	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2021-08-15	202167.0	42.0	False	True	7	0	174	43996	264688
Đời Là Giấc Mơ (Nhạc Phim Chị Trợ Lý Của Anh)	Đời Là Giấc Mơ (Nhạc Phim Chị Trợ Lý Của Anh)	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2019-01-25	181875.0	17.0	False	True	20	0	17	24223	264078
Burning Up (Fire)	The Most Beautiful Moment in Life: Young Forever	BTS	['k-pop']	2016-05-02	203351.0	64.0	False	True	4	0	36	98154	263227
Zimzalabim	‘The ReVe Festival’ Finale	Red Velvet	['k-pop']	2019-12-23	190859.0	47.0	False	True	10	0	19	46575	262809
Vigilante Shit	Midnights	Taylor Swift	[]	2022-10-21	164801.0	67.0	True	True	2	0	26	169829	262709
Do Ai?	Vũ Trụ Song Song	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2019-11-06	216003.0	25.0	False	True	14	0	45	26742	261844
Luật rừng	Luật rừng	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2022-08-04	193600.0	22.0	False	True	4	0	88	75362	261428
What Lovers Do (feat. SZA)	Red Pill Blues (Deluxe)	Maroon 5	['pop']	2018-06-15	199849.0	70.0	False	True	42	0	96	12864	261277
Tìm (Lost)	Tìm	MIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2021-11-24	270000.0	36.0	False	True	24	0	65	20827	260975
Young Dumb & Broke	American Teen	Khalid	[]	2017-04-27	202546.0	76.0	False	True	34	0	119	11521	259092
all the good girls go to hell	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	168839.0	70.0	False	True	17	0	44	20443	258132
Sacrifice	Dawn FM	The Weeknd	[]	2022-01-06	188918.0	66.0	True	True	3	0	34	104315	257840
Let Her Go	All the Little Lights (Deluxe)	Passenger	['folk pop']	2013-11-29	252733.0	73.0	False	True	40	0	97	12972	257765
해야 (HEYA)	IVE SWITCH	IVE	['k-pop']	2024-04-29	189680.0	64.0	False	True	2	0	157	138488	257578
Phải Lòng (feat. Phong Max)	Phải Lòng	Tăng Duy Tân	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2022-09-01	218256.0	27.0	False	True	4	0	83	74052	257076
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By	Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)	Rihanna	[]	2022-10-28	196519.0	66.0	False	True	3	0	54	115896	256065
Send My Love / Sit Still, Look Pretty (Acoustic Mashup)	Send My Love / Sit Still, Look Pretty (Acoustic Mashup)	Landon Austin	['acoustic pop']	2016-06-29	202142.0	44.0	False	True	11	0	137	25198	254399
Love Lies (with Normani)	Love Lies (with Normani)	Khalid	[]	2018-02-14	201707.0	72.0	False	True	19	0	18	32281	254009
Cháu Xin Lỗi Chú (feat. Gia Nghi)	Cháu Xin Lỗi Chú (feat. Gia Nghi)	Linh Thộn	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2021-02-22	249473.0	32.0	False	True	7	0	109	42999	253627
Vì Yêu Cứ Đâm Đầu	Vì Yêu Cứ Đâm Đầu	MIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2020-07-29	231000.0	47.0	False	True	3	0	150	91326	252987
MORE	MORE	K/DA	['k-pop']	2020-10-28	217088.0	61.0	False	True	5	0	34	80177	251888
Best Part of Me (feat. YEBBA)	No.6 Collaborations Project	Ed Sheeran	['soft pop']	2019-07-12	243266.0	55.0	False	True	11	0	23	47050	251840
Your Love	AMORTAGE	JISOO	['k-pop']	2025-02-14	173232.0	72.0	False	True	1	0	99	251666	251666
Christmas EveL	Christmas EveL	Stray Kids	['k-pop']	2021-11-29	178529.0	60.0	False	True	5	0	93	58591	251519
LOCO	CRAZY IN LOVE	ITZY	['k-pop']	2021-09-24	191462.0	62.0	False	True	4	0	42	83985	251413
Lalala	Lalala	Y2K	[]	2019-06-28	160626.0	68.0	True	True	13	0	72	24017	250601
TRUE	YOARI X MY DEMON	YOARI	[]	2023-12-23	192240.0	59.0	False	True	2	0	167	130539	250308
Thuyền Không Bến Đợi (feat. Czee)	Thuyền Không Bến Đợi (feat. Czee)	Trungg I.U	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2024-01-10	335022.0	39.0	False	True	2	0	182	129319	250220
Young And Beautiful	Young And Beautiful	Lana Del Rey	[]	2013-01-01	236053.0	81.0	False	True	2	0	181	127569	250027
Cream Soda	EXIST – The 7th Album	EXO	['k-pop']	2023-07-10	185320.0	55.0	False	True	2	0	84	138272	249920
Meant to Be (feat. Florida Georgia Line)	All Your Fault: Pt. 2	Bebe Rexha	[]	2017-08-11	163870.0	67.0	False	True	35	0	67	16301	249698
OMG What's Happening	Heaven & Hell	Ava Max	[]	2020-09-18	179831.0	51.0	False	True	8	0	61	41562	249534
tình em là đại dương	Hương Mùa Hè EP.02	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-07-10	226000.0	38.0	False	True	5	0	109	58975	249298
Cố Thức Đến Mùa Cây Thay Lá	Cố Thức Đến Mùa Cây Thay Lá	Thái Đinh	['vietnam indie', 'v-pop']	2020-10-13	257683.0	26.0	False	True	8	0	88	40687	249278
Funny	Funny	Zedd	['edm']	2020-07-16	221465.0	53.0	False	True	9	0	90	32546	248609
Đây Là Rap Việt (feat. Binz, JustaTee, Rhymastic, Wowy, Karik & Suboi)	Rap Việt, Vòng 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	1900-01-01	180600.0	30.0	False	True	6	0	71	49468	248430
Bao Giờ Lấy Vợ (feat. Right & Anh Tú)	Rap Việt Mùa 3 (2023) - Tập 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-06-04	192000.0	31.0	False	True	3	0	173	87512	248108
you should see me in a crown	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	180952.0	73.0	False	True	19	0	55	17471	248077
CHUYỂN KÊNH (sản phẩm này không phải là thuốc)	3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019)	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2019-06-10	273806.0	41.0	False	True	9	0	27	44843	246460
everything sucks	everything sucks	vaultboy	[]	2021-05-21	115401.0	61.0	True	True	8	0	117	37444	246204
Một Chiều Mưa Bất Ngờ	Một Chiều Mưa Bất Ngờ	K-ICM	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2020-10-21	250735.0	3.0	False	True	2	0	13	152481	244683
Như Hoa Mùa Xuân	Gala Nhạc Việt: GreaTET - Thập Kỷ Nhạc Xuân	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2023-01-01	295634.0	42.0	False	True	2	0	141	123318	243608
Ngày Này, Người Con Gái Này	Ngày Này, Người Con Gái Này	Vũ Cát Tường	['v-pop', 'vietnam indie']	2025-02-14	255105.0	50.0	False	True	1	0	104	241953	241953
Khi ông mặt trời khóc	Khi ông mặt trời khóc	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2022-09-23	233000.0	23.0	False	True	3	0	66	107873	241098
Dynamite (Acoustic Remix)	Dynamite (DayTime Version)	BTS	['k-pop']	2020-08-28	197993.0	41.0	False	True	6	0	34	67776	241096
KILLING ME	NEW KIDS REPACKAGE : THE NEW KIDS	iKON	['k-pop']	2019-01-07	193733.0	53.0	False	True	23	1	2	33975	240840
Ignite	Ignite	Alan Walker	[]	2018-05-11	210288.0	65.0	False	True	29	0	40	13386	240513
dimple	Love Yourself 承 'Her'	BTS	['k-pop']	2017-09-18	196776.0	64.0	False	True	9	0	31	69518	240233
Bejeweled	Midnights	Taylor Swift	[]	2022-10-21	194165.0	70.0	False	True	2	0	35	153281	239770
Đợi đến tháng 13	Đợi đến tháng 13	Vũ Thịnh	['v-pop', 'vietnamese hip hop', 'vinahouse']	2024-03-16	208258.0	45.0	False	True	2	0	197	124102	239602
Thói Quen	Baby With You - EP	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2022-10-14	213167.0	30.0	False	True	4	0	132	69552	239129
Chị Ngả Em Nâng	Dramatic	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2018-11-21	225600.0	20.0	False	True	16	2	6	33168	238731
Em Có Nhớ Anh Không ?	Em Có Nhớ Anh Không ?	Hiya	['v-pop']	2023-11-05	272538.0	47.0	False	True	2	0	197	122514	238067
SÀI GÒN CÓ EM (feat. Blacka)	Rap Việt Season 2 - Tập 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2021-10-25	145428.0	25.0	False	True	5	0	89	53640	237642
Cứu Lấy Âm Nhạc	Cứu Lấy Âm Nhạc	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2025-01-16	183479.0	48.0	False	True	1	0	112	236900	236900
Dành Cho Em	Hoàng Tôn: The Hits Collection	Hoàng Tôn	['v-pop', 'vietnamese hip hop', 'vinahouse']	2015-01-01	238773.0	50.0	False	True	2	0	187	118692	236872
Nhường Lại Em (feat. Phúc Du)	Một Vạn Năm	Vũ.	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-09	214333.0	33.0	False	True	4	0	92	71794	236650
Love Me	Love Me	RealestK	[]	2022-02-18	207546.0	58.0	False	True	4	0	75	70316	236195
Hugs & Kisses	AMORTAGE	JISOO	['k-pop']	2025-02-14	189826.0	70.0	False	True	1	0	109	235267	235267
La La La	Hotel Cabana (Deluxe Version)	Naughty Boy	[]	2013-01-01	222200.0	78.0	False	True	7	0	121	43213	234739
Patient	Voicenotes	Charlie Puth	['soft pop', 'pop']	2018-05-11	190533.0	50.0	False	True	31	0	15	18217	233174
SLOW DANCING IN THE DARK	BALLADS 1	Joji	[]	2018-10-26	209273.0	76.0	True	True	10	0	82	66880	233109
FOREVER 1	FOREVER 1 - The 7th Album	Girls' Generation	['k-pop']	2022-08-05	202533.0	55.0	False	True	4	0	78	81076	232340
Chúng Ta Không Thuộc Về Nhau - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	247594.0	25.0	False	True	5	0	21	68912	231928
All Night (BTS World Original Soundtrack) (Pt. 3)	All Night (BTS World Original Soundtrack) (Pt. 3)	BTS	['k-pop']	2019-06-21	216873.0	56.0	False	True	7	1	7	76907	231638
I Was Never There	My Dear Melancholy,	The Weeknd	[]	2018-03-30	241066.0	79.0	False	True	6	0	110	47373	230970
Nhà Văn Vở (feat. SMO & Hoàng Tôn)	Rap Việt Mùa 3 (2023) - Tập 14	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-27	228572.0	23.0	False	True	2	0	130	120914	230957
Like I Do	Like I Do	David Guetta	['edm', 'dance']	2018-02-22	202500.0	57.0	False	True	19	0	17	33703	230557
Mercy	Illuminate (Deluxe)	Shawn Mendes	['pop']	2017-04-20	208733.0	76.0	False	True	23	0	137	14747	230483
Miễn Chê (feat. BigDaddy & Tez)	Rap Việt Mùa 3 (2023) - Tập 16	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-10	214465.0	27.0	False	True	2	0	134	115611	229748
Easier	CALM	5 Seconds of Summer	[]	2020-03-27	158098.0	63.0	False	True	12	0	42	27236	229626
One Thing Right	One Thing Right	Marshmello	['edm']	2019-06-21	181823.0	70.0	False	True	8	0	29	42292	229510
Thanh	Thanh	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2021-04-28	162000.0	28.0	False	True	4	0	54	84073	228827
Karma	Midnights	Taylor Swift	[]	2022-10-21	204852.0	72.0	True	True	2	0	37	144517	228616
i wonder... (with Jung Kook of BTS)	HOPE ON THE STREET VOL.1	j-hope	['k-pop', 'k-rap']	2024-03-29	163598.0	67.0	False	True	1	0	66	228405	228405
POP/STARS	POP/STARS	K/DA	['k-pop']	2018-11-03	191100.0	64.0	False	True	14	3	4	41056	228081
Skit: Soulmate	Skool Luv Affair	BTS	['k-pop']	2014-02-12	92791.0	44.0	False	True	3	0	20	125762	227683
quý cô say xỉn (secret sunday)	CITOPIA	Phùng Khánh Linh	['v-pop', 'vietnam indie', 'city pop']	2022-11-11	202241.0	28.0	False	True	3	0	75	93850	227218
Akuma no Ko	Akuma no Ko	Ai Higuchi	['anime', 'j-pop']	2022-01-10	227679.0	60.0	False	True	6	0	117	47940	227128
God's Plan	Scorpion	Drake	['rap', 'hip hop']	2018-06-29	198973.0	79.0	True	True	26	0	17	26459	227031
All of Me	Love In The Future (Expanded Edition)	John Legend	['soft pop', 'neo soul']	2013-08-30	269560.0	82.0	False	True	37	0	137	9238	226453
tình wá akk	tình wá akk	2pillz	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']	2023-08-10	180394.0	24.0	False	True	2	0	111	122421	226267
Lost Cause	Happier Than Ever	Billie Eilish	[]	2021-07-30	212496.0	67.0	True	True	3	0	29	117845	225995
Leyla	Leyla	Mesto	['future house', 'edm']	2019-02-22	181810.0	36.0	False	True	12	0	80	23874	225836
Đừng Chờ Anh Nữa	Đừng Chờ Anh Nữa	Tăng Phúc	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2020-01-01	225132.0	36.0	False	True	7	0	167	34211	225652
Easy	Easy	Camila Cabello	['pop']	2019-10-11	194686.0	48.0	False	True	10	0	63	31947	225373
Say Bye! (feat. Pháp Kiều & Dương Hoàng Yến)	Rap Việt Mùa 3 (2023) - Tập 14	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-27	203085.0	26.0	False	True	2	0	141	117051	225110
Better Days (NEIKED x Mae Muller x Polo G)	Better Days (NEIKED x Mae Muller x Polo G)	NEIKED	[]	2021-09-24	160656.0	66.0	False	True	6	0	123	42751	224203
Nobody's Love	JORDI (Deluxe)	Maroon 5	['pop']	2021-06-11	211253.0	58.0	False	True	5	0	29	77895	223540
Có Nhiều Cái Khó Nói (feat. Liu Grace)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	218555.0	26.0	False	True	2	0	135	113944	222741
Muộn Màng Là Từ Lúc	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	235093.0	44.0	False	True	11	0	166	22623	222659
Ooh Just You	Ooh Just You	Lê Thiện Hiếu	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2020-11-24	195200.0	33.0	False	True	7	0	129	38099	222647
Bam Bam (feat. Ed Sheeran)	Familia	Camila Cabello	['pop']	2022-04-07	206070.0	65.0	False	True	5	0	90	62907	222457
Sinh Nhật Của Xinh Nhất	Nội Dung Nhạy Cảm - Part 1	24k.Right	['vietnamese hip hop', 'v-pop']	2023-11-08	180000.0	38.0	True	True	2	0	183	114920	222385
Black Mamba	Girls - The 2nd Mini Album	aespa	['k-pop']	2022-07-08	174933.0	62.0	False	True	6	0	80	54181	222237
Việt Nam Muôn Đời (feat. Thai VG, Liu Grace & Mikelodic)	Rap Việt Mùa 3 (2023) - Tập 16	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-10	243902.0	31.0	False	True	2	0	139	110978	221806
Khum Hề Giả Trân (feat. gung0cay)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	210000.0	27.0	False	True	2	0	143	115251	221451
These Days (feat. Jess Glynne, Macklemore & Dan Caplen)	Toast to Our Differences (Deluxe Edition)	Rudimental	[]	2019-01-25	211760.0	66.0	False	True	17	0	16	31672	221091
But Daddy I Love Him	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	340428.0	69.0	True	True	1	0	73	220849	220849
I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)	I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)	benny blanco	[]	2019-02-28	158027.0	57.0	False	True	10	0	12	36067	219808
Cơn Mưa Rào	Minh Tinh	Văn Mai Hương	['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']	2023-10-24	225000.0	34.0	False	True	2	0	190	110222	219657
Tiếp Đất	Tiếp Đất	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-07-20	195860.0	34.0	False	True	2	0	93	132493	218773
Mặc Sự Đời! (feat. Tlinh)	Rap Việt Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-10-25	196333.0	21.0	False	True	5	0	58	54759	218738
I'm Not The Only One	In The Lonely Hour	Sam Smith	['soft pop']	2014-05-26	239316.0	80.0	False	True	36	0	113	12286	218610
XOXO	XOXO	JEON SOMI	['k-pop']	2021-10-29	207650.0	52.0	False	True	4	0	45	81076	218076
Thở	Thở	Da LAB	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2021-04-08	228050.0	33.0	False	True	6	0	117	41272	217968
Follow You	Mercury - Acts 1 & 2	Imagine Dragons	[]	2022-07-01	175643.0	66.0	False	True	4	0	58	68253	217849
Mặt Trời Khóc	Mặt Trời Khóc	Emcee L (Da LAB)	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']	2022-07-15	226682.0	19.0	False	True	4	0	98	65612	217186
Nép Vào Anh Và Nghe Anh Hát	Nép Vào Anh Và Nghe Anh Hát	Hoàng Dũng	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2018-12-12	263533.0	31.0	False	True	21	0	69	14551	217167
As I Am (feat. Khalid)	Justice	Justin Bieber	[]	2021-03-19	174406.0	57.0	False	True	4	0	54	73480	216263
Lạc Trôi - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	293890.0	23.0	False	True	5	0	30	62757	215878
Adios	HUSH	EVERGLOW	['k-pop']	2019-08-19	189146.0	53.0	False	True	10	0	50	37312	215763
Vẫn	Vẫn	24k.Right	['vietnamese hip hop', 'v-pop']	2023-09-09	238344.0	37.0	True	True	2	0	129	116950	215683
Rewrite The Stars (with James Arthur & Anne-Marie)	Rewrite The Stars (with James Arthur & Anne-Marie)	James Arthur	['soft pop']	2018-10-25	218293.0	75.0	False	True	21	0	46	12025	215474
breathin	Sweetener	Ariana Grande	['pop']	2018-08-17	198160.0	66.0	True	True	20	1	2	30655	215165
Walk On Da Street	Walk On The Street	16 Typh	['vietnamese hip hop', 'v-pop', 'vinahouse']	2021-04-06	179777.0	23.0	False	True	6	0	122	40484	214987
Soju Love	Soju Love	Obito	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2022-03-08	191000.0	36.0	False	True	4	0	99	61472	214951
Ngày Mai Người Ta Lấy Chồng	Ngày Mai Người Ta Lấy Chồng	Thành Đạt	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2023-05-12	361818.0	41.0	False	True	2	0	126	114710	214708
Sugar Rush Ride	The Name Chapter: TEMPTATION	TOMORROW X TOGETHER	['k-pop']	2023-01-27	186570.0	65.0	False	True	2	0	50	133157	214704
Cơn Mơ Băng Giá	Cơn Mơ Băng Giá	Bằng Kiều	['vietnamese bolero', 'v-pop', 'bolero']	2020-06-29	280016.0	38.0	False	True	6	0	154	45276	214601
Nếu Ngày Mai Không Đến	Nếu Ngày Mai Không Đến	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-03-22	330967.0	34.0	False	True	10	0	110	28673	213443
Lemonade (feat. NAV)	B4 The Storm	Internet Money	[]	2020-08-28	195428.0	73.0	True	True	8	0	125	30659	213249
Ai Cũng Có Thể Là Quán Quân (feat. Dick & Bùi Công Nam)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	239057.0	27.0	False	True	2	0	144	106806	213029
Em Của Ngày Hôm Qua - Sky Tour 2019	Sky Tour (Original Motion Picture Soundtrack)	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2020-06-12	246241.0	23.0	False	True	5	0	44	53146	212965
Please Me	Please Me	Cardi B	[]	2019-02-15	200889.0	74.0	True	True	10	0	13	31869	212354
Khóc Ở Trong Club	Khóc Ở Trong Club	Hiền Hồ	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi']	2023-08-14	197073.0	31.0	False	True	2	0	161	106520	212304
Sweet Nothing	Midnights	Taylor Swift	[]	2022-10-21	188496.0	64.0	False	True	2	0	45	138444	211716
Take My Breath	Dawn FM	The Weeknd	[]	2022-01-06	339023.0	66.0	False	True	4	0	46	75148	211558
Try Again	Try Again - SM STATION	JAEHYUN	[]	2017-11-24	178233.0	66.0	False	True	5	0	105	48220	211410
vaicaunoicokhiennguoithaydoi - Acoustic	Hương Mùa Hè EP.01	GREY D	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-07-03	222068.0	43.0	False	True	4	0	107	59590	211222
Beautiful Monster	KOSMIK	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-10-31	235354.0	31.0	False	True	2	0	49	117195	211004
Thành Thật (feat. Thành Draw)	Rap Việt Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2020-11-08	187200.0	23.0	False	True	4	0	49	69374	210938
Florida!!! (feat. Florence + The Machine)	THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY	Taylor Swift	[]	2024-04-19	215463.0	68.0	True	True	1	0	79	210836	210836
HOT	SEVENTEEN 4th Album 'Face the Sun'	SEVENTEEN	['k-pop']	2022-05-27	197586.0	66.0	False	True	4	0	63	76559	210763
Bỏ Em Vào Balo (Lofi Ver.)	Bỏ Em Vào Balo (Lofi Ver.)	Tân Trần	['vietnamese lo-fi', 'vinahouse', 'v-pop', 'vietnam indie', 'lo-fi']	2021-07-11	186885.0	35.0	False	True	6	0	76	55027	209982
JIKJIN	THE SECOND STEP : CHAPTER ONE	TREASURE	['k-pop']	2022-02-15	184117.0	58.0	False	True	5	0	121	50365	209529
Labyrinth	Midnights	Taylor Swift	[]	2022-10-21	247962.0	67.0	False	True	2	0	44	138605	209488
Daisies	Daisies	Katy Perry	['pop']	2020-05-15	173123.0	51.0	False	True	6	0	55	43246	208954
Diamonds	Love Goes	Sam Smith	['soft pop']	2020-10-30	213869.0	62.0	False	True	7	0	70	38928	208385
Mẹ Biết Mẹ Buồn (feat. Ogenus)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	240000.0	23.0	False	True	2	0	151	108445	208131
Small Talk	Small Talk	Katy Perry	['pop']	2019-08-09	161962.0	46.0	False	True	10	0	40	36150	208042
Everything I Need - Film Version	Aquaman (Original Motion Picture Soundtrack) [Deluxe Edition]	Skylar Grey	[]	2019-07-19	196234.0	44.0	False	True	15	0	56	17041	207946
Buồn Không Thể Buông	Buồn Không Thể Buông	Trung Quân	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-30	255146.0	29.0	False	True	4	0	175	52778	207192
You’re Losing Me (From The Vault)	You're Losing Me (From The Vault)	Taylor Swift	[]	2023-11-29	277831.0	72.0	False	True	1	0	70	207177	207177
Kéo Em Về Làm Vợ (feat. Double2T)	Rap Việt Mùa 3 (2023) - Tập 15	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-09-03	200888.0	24.0	False	True	2	0	142	109207	207150
Không Cần Phải Nói Nhiều	Không Cần Phải Nói Nhiều	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2022-05-10	246271.0	33.0	False	True	3	0	52	91600	207130
Oh my god	I trust	(G)I-DLE	['k-pop']	2020-04-06	195866.0	60.0	False	True	6	0	30	59752	206722
nằm ngủ emru	nằm ngủ emru	Bích Phương	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2021-10-21	254705.0	17.0	False	True	3	0	35	93495	206049
Before You Go	Divinely Uninspired To A Hellish Extent (Extended Edition)	Lewis Capaldi	['soft pop']	2019-11-22	215106.0	78.0	False	True	11	0	102	23277	205617
Giấc Mơ		YanBi							17	0	14	22793	205466
Không Thích	Không Thích	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2022-03-30	216373.0	41.0	False	True	4	0	77	68135	205311
Not Like Us	Not Like Us	Kendrick Lamar	['hip hop', 'west coast hip hop']	2024-05-04	274192.0	92.0	True	True	1	0	136	205114	205114
Lost Control	Different World	Alan Walker	[]	2018-12-14	222320.0	58.0	False	True	22	0	53	11687	204895
Outro: Tear	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	284980.0	55.0	False	True	18	0	13	49060	203706
06 Quen Lắm	Suýt 2	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2024-08-30	247784.0	39.0	False	True	1	0	98	203366	203366
04 Thắp Hương 05 Hoá Vàng	Suýt 1	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2024-02-23	228705.0	37.0	False	True	1	0	82	203319	203319
Trao	Chiều Hôm Ấy Anh Thấy Màu Đỏ	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2022-12-08	191937.0	33.0	False	True	3	0	139	75152	203317
Last Hurrah	Last Hurrah	Bebe Rexha	[]	2019-02-15	150333.0	52.0	False	True	12	0	29	25330	202893
TEARS	AMORTAGE	JISOO	['k-pop']	2025-02-14	182221.0	70.0	False	True	1	0	139	202652	202652
Don't Leave Me Alone (feat. Anne-Marie)	Don't Leave Me Alone (feat. Anne-Marie)	David Guetta	['edm', 'dance']	2018-07-26	183750.0	49.0	False	True	20	0	19	17721	202393
Merry Christmas	Merry Christmas	Ed Sheeran	['soft pop']	2021-12-03	208546.0	64.0	False	True	4	0	101	55584	202132
Nothing	To Let A Good Thing Die	Bruno Major	[]	2020-06-05	162797.0	70.0	False	True	5	0	119	44077	201971
Chương Hai Của Tương Lai	Chương 2 Của Tương Lai	WEAN	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2021-01-08	243000.0	26.0	False	True	6	0	93	44439	201489
High On Life (feat. Bonn)	High On Life (feat. Bonn)	Martin Garrix	['edm', 'electronica', 'progressive house']	2018-07-29	230761.0	65.0	False	True	22	0	18	19435	201433
